Genotype,Year,Experiment,Phenotype
456038,2015,2,0.125396322
456039,2015,2,0.039707888
456040,2015,2,0.066044024
456041,2015,2,0.141890958
456042,2015,2,0.087969752
456044,2015,2,0.076683519
456045,2015,2,0.247039972
456046,2015,2,0.11890109
456047,2015,2,0.164701651
456048,2015,2,0.062444321
456049,2015,2,0.142850197
456050,2015,2,0.074141988
456052,2015,2,0.073744501
456053,2015,2,0.239656891
456054,2015,2,0.095752036
456056,2015,2,0.110315827
456057,2015,2,0.08893068
456058,2015,2,0.157809697
456059,2015,2,0.060142303
456060,2015,2,0.079901545
456062,2015,2,0.120125008
456063,2015,2,0.096158782
456064,2015,2,0.104722061
456065,2015,2,NA
456067,2015,2,0.033811322
456068,2015,2,0.081936936
456069,2015,2,0.059628709
456070,2015,2,0.197291076
456071,2015,2,0.057027272
456072,2015,2,0.082732072
456073,2015,2,0.112898641
456074,2015,2,0.114044049
456075,2015,2,0.055856887
456076,2015,2,0.142581617
456077,2015,2,0.166942472
456078,2015,2,0.10238746
456079,2015,2,0.131100274
456080,2015,2,0.123781706
456082,2015,2,0.081912822
456084,2015,2,0.057334668
456085,2015,2,0.091763588
456087,2015,2,0.085027006
456088,2015,2,0.063556091
456089,2015,2,0.084097044
456090,2015,2,0.050805219
456091,2015,2,0.114307431
456092,2015,2,0.250789831
456093,2015,2,0.070179802
456094,2015,2,0.062093268
456095,2015,2,0.087652809
456101,2015,2,0.133627603
456102,2015,2,0.042764319
456103,2015,2,0.090945505
456105,2015,2,0.103191792
456106,2015,2,0.118488467
456107,2015,2,0.098694109
456109,2015,2,0.09845453
456110,2015,2,0.075878948
457002,2015,2,0.159209734
457003,2015,2,0.156796226
457004,2015,2,0.063359179
457005,2015,2,0.094724797
457006,2015,2,0.046986721
457007,2015,2,NA
457008,2015,2,0.10808239
457009,2015,2,0.093328343
457010,2015,2,0.03319944
457011,2015,2,0.107511244
457012,2015,2,0.054095007
457013,2015,2,0.054794344
457014,2015,2,0.200552585
457015,2015,2,0.064275487
457017,2015,2,0.054416314
457018,2015,2,0.12980776
457019,2015,2,0.118204113
457020,2015,2,0.053721143
457021,2015,2,0.071942551
457022,2015,2,0.137368005
457023,2015,2,0.061729413
457024,2015,2,0.06582194
457025,2015,2,0.086245233
457026,2015,2,0.193043416
457027,2015,2,0.078634897
457028,2015,2,0.209674076
457029,2015,2,0.057726082
457030,2015,2,0.164151051
457032,2015,2,0.112882267
457033,2015,2,0.083585559
457034,2015,2,0.107332021
457035,2015,2,0.13872716
457036,2015,2,0.060848721
457037,2015,2,0.129074287
457038,2015,2,0.085531427
457039,2015,2,0.04861612
457040,2015,2,0.048258167
457041,2015,2,0.057858212
457042,2015,2,0.138773662
457043,2015,2,0.091421163
457044,2015,2,0.045743475
457045,2015,2,0.098840819
457051,2015,2,0.085020608
457052,2015,2,0.134229247
457053,2015,2,0.116588334
457055,2015,2,0.098538168
457056,2015,2,0.141595473
457057,2015,2,0.047660809
457058,2015,2,0.100924722
457059,2015,2,0.098019227
455096,2016,1,0.087091855
455097,2016,1,0.091138685
455098,2016,1,0.22277961
455099,2016,1,0.076420384
455100,2016,1,0.036683593
455102,2016,1,0.087267739
455103,2016,1,NA
455104,2016,1,0.109306238
455105,2016,1,0.075157292
455106,2016,1,0.120731287
455107,2016,1,0.045585753
455108,2016,1,0.068965985
455109,2016,1,0.17135238
455110,2016,1,0.100612407
456001,2016,1,0.093628598
456002,2016,1,0.166875697
456003,2016,1,0.131838089
456004,2016,1,0.091450055
456005,2016,1,0.05388175
456007,2016,1,0.096715357
456008,2016,1,0.081483732
456009,2016,1,0.106947457
456010,2016,1,0.059598525
456011,2016,1,0.173365496
456012,2016,1,0.133774705
456013,2016,1,0.24141882
456014,2016,1,0.08050003
456015,2016,1,0.030668855
456016,2016,1,0.08328874
456017,2016,1,0.08170861
456018,2016,1,0.037306973
456019,2016,1,0.10897455
456020,2016,1,0.109840093
456022,2016,1,0.056001493
456023,2016,1,0.021915071
456024,2016,1,0.092707796
456025,2016,1,0.120700568
456026,2016,1,0.092043117
456027,2016,1,0.120699097
456028,2016,1,NA
456029,2016,1,0.185485091
456030,2016,1,0.076838533
456031,2016,1,NA
456032,2016,1,0.063169283
456033,2016,1,0.216714933
456034,2016,1,0.095586482
456035,2016,1,0.121473793
456037,2016,1,0.037275144
456038,2016,1,0.107229534
456039,2016,1,0.043704112
456040,2016,1,0.129751054
456041,2016,1,0.092178875
456042,2016,1,0.070375086
456044,2016,1,0.071588551
456045,2016,1,0.182924321
456046,2016,1,NA
456047,2016,1,0.103078833
456048,2016,1,0.059896227
456049,2016,1,0.092503739
456050,2016,1,0.081390882
456052,2016,1,0.06071906
456053,2016,1,0.135499258
456054,2016,1,0.096414408
456056,2016,1,0.080029315
456057,2016,1,0.057088984
456058,2016,1,0.127693948
456059,2016,1,0.04426422
456060,2016,1,0.05991106
456062,2016,1,0.129379982
456063,2016,1,0.069847588
456064,2016,1,0.05864617
456065,2016,1,NA
456067,2016,1,0.03190616
456068,2016,1,0.097269026
456069,2016,1,NA
456070,2016,1,0.088753101
456071,2016,1,0.059794933
456072,2016,1,0.064748467
456073,2016,1,0.147542788
456074,2016,1,0.045756394
456075,2016,1,0.063392055
456076,2016,1,0.083189362
456077,2016,1,0.146187241
456078,2016,1,0.083913699
456079,2016,1,NA
456080,2016,1,0.065361428
456082,2016,1,0.058263319
456084,2016,1,0.05882017
456085,2016,1,0.094716043
456087,2016,1,NA
456088,2016,1,0.078702023
456089,2016,1,0.049300073
456090,2016,1,0.126581261
456091,2016,1,0.205315171
456092,2016,1,NA
456093,2016,1,0.081054448
456094,2016,1,0.055980392
456095,2016,1,0.048363891
456101,2016,1,0.129370939
456102,2016,1,0.031581901
456103,2016,1,0.140222854
456105,2016,1,0.08782705
456106,2016,1,0.071665339
456107,2016,1,0.046600708
456109,2016,1,0.130219942
456110,2016,1,0.111533273
457002,2016,1,0.085594512
457003,2016,1,0.073095005
457004,2016,1,0.071210733
457005,2016,1,0.057051503
457006,2016,1,0.044988699
457007,2016,1,NA
457008,2016,1,0.068375795
457009,2016,1,0.065233042
457010,2016,1,0.028224719
457011,2016,1,0.048565281
457012,2016,1,0.051395308
457013,2016,1,0.048932953
457014,2016,1,0.138084366
457015,2016,1,0.106193616
457017,2016,1,0.039020131
457018,2016,1,0.102118989
457019,2016,1,0.094991736
457020,2016,1,0.052641824
457021,2016,1,0.074235692
457022,2016,1,0.057424014
457023,2016,1,0.041364017
457024,2016,1,0.06376297
457025,2016,1,0.059782772
457026,2016,1,0.151314604
457027,2016,1,0.052133712
457028,2016,1,0.093299235
457029,2016,1,0.045206074
457030,2016,1,0.106960056
457032,2016,1,0.097084703
457033,2016,1,0.151967461
457034,2016,1,0.071071479
457035,2016,1,0.097119677
457036,2016,1,0.069985166
457037,2016,1,0.114993103
457038,2016,1,0.089130794
457039,2016,1,0.047608437
457040,2016,1,0.047383761
457041,2016,1,0.067918739
457042,2016,1,NA
457043,2016,1,0.065466494
457044,2016,1,0.050542361
457045,2016,1,0.080664025
457051,2016,1,0.090153686
457052,2016,1,0.071836126
457053,2016,1,0.12847596
457055,2016,1,0.105752872
457056,2016,1,0.138637704
457057,2016,1,0.055457178
457058,2016,1,0.114343397
457059,2016,1,0.186823986
455096,2016,2,0.126
455097,2016,2,0.172
455098,2016,2,0.154
455099,2016,2,0.115
455100,2016,2,0.0556
455102,2016,2,0.148
455103,2016,2,NA
455104,2016,2,0.142
455105,2016,2,0.131
455106,2016,2,0.1
455107,2016,2,0.0679
455108,2016,2,0.0976
455109,2016,2,0.0803
455110,2016,2,0.138
456001,2016,2,0.0756
456002,2016,2,0.151
456003,2016,2,0.129
456004,2016,2,0.0924
456005,2016,2,0.0719
456007,2016,2,0.0956
456008,2016,2,0.133
456009,2016,2,0.109
456010,2016,2,0.0947
456011,2016,2,0.242
456012,2016,2,0.167
456013,2016,2,0.171
456014,2016,2,0.128
456015,2016,2,0.0578
456016,2016,2,0.205
456017,2016,2,0.139
456018,2016,2,0.108
456019,2016,2,0.131
456020,2016,2,0.125
456022,2016,2,0.128
456023,2016,2,0.0555
456024,2016,2,0.151
456025,2016,2,0.101
456026,2016,2,0.127
456027,2016,2,0.127
456028,2016,2,NA
456029,2016,2,0.129
456030,2016,2,0.0711
456031,2016,2,NA
456032,2016,2,0.0893
456033,2016,2,0.147
456034,2016,2,0.104
456035,2016,2,0.137
456037,2016,2,0.0666
456038,2016,2,0.163
456039,2016,2,0.0671
456040,2016,2,0.142
456041,2016,2,0.113
456042,2016,2,0.135
456044,2016,2,0.0832
456045,2016,2,0.207
456046,2016,2,NA
456047,2016,2,0.131
456048,2016,2,0.0761
456049,2016,2,0.116
456050,2016,2,0.0869
456052,2016,2,0.0703
456053,2016,2,0.155
456054,2016,2,0.09
456056,2016,2,0.109
456057,2016,2,0.111
456058,2016,2,0.157
456059,2016,2,0.0727
456060,2016,2,0.0862
456062,2016,2,0.106
456063,2016,2,0.0563
456064,2016,2,0.0789
456065,2016,2,NA
456067,2016,2,0.0716
456068,2016,2,0.143
456069,2016,2,NA
456070,2016,2,0.105
456071,2016,2,0.0792
456072,2016,2,0.094
456073,2016,2,0.138
456074,2016,2,0.093
456075,2016,2,0.0738
456076,2016,2,0.151
456077,2016,2,0.111
456078,2016,2,0.107
456079,2016,2,NA
456080,2016,2,0.101
456082,2016,2,0.0834
456084,2016,2,0.0907
456085,2016,2,0.125
456087,2016,2,NA
456088,2016,2,0.09
456089,2016,2,0.0509
456090,2016,2,0.139
456091,2016,2,0.129
456092,2016,2,NA
456093,2016,2,0.0825
456094,2016,2,0.0742
456095,2016,2,0.0916
456101,2016,2,0.192
456102,2016,2,0.0907
456103,2016,2,0.116
456105,2016,2,0.153
456106,2016,2,0.0855
456107,2016,2,0.0925
456109,2016,2,0.155
456110,2016,2,0.109
457002,2016,2,0.108
457003,2016,2,0.126
457004,2016,2,0.108
457005,2016,2,0.106
457006,2016,2,0.0736
457007,2016,2,NA
457008,2016,2,0.125
457009,2016,2,0.129
457010,2016,2,0.0751
457011,2016,2,0.09
457012,2016,2,0.0996
457013,2016,2,0.0928
457014,2016,2,0.162
457015,2016,2,0.119
457017,2016,2,0.0515
457018,2016,2,0.143
457019,2016,2,0.0939
457020,2016,2,0.054
457021,2016,2,0.0661
457022,2016,2,0.107
457023,2016,2,0.0686
457024,2016,2,0.0871
457025,2016,2,0.0814
457026,2016,2,0.14
457027,2016,2,0.113
457028,2016,2,0.0821
457029,2016,2,0.0639
457030,2016,2,0.102
457032,2016,2,0.101
457033,2016,2,0.19
457034,2016,2,0.0946
457035,2016,2,0.126
457036,2016,2,0.0675
457037,2016,2,0.136
457038,2016,2,0.116
457039,2016,2,0.0905
457040,2016,2,0.0637
457041,2016,2,0.0869
457042,2016,2,NA
457043,2016,2,0.101
457044,2016,2,0.0809
457045,2016,2,0.0852
457051,2016,2,0.114
457052,2016,2,0.104
457053,2016,2,0.124
457055,2016,2,0.0794
457056,2016,2,0.103
457057,2016,2,0.0591
457058,2016,2,0.0985
457059,2016,2,0.126
